PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ebh,Ghi
2010-06-30T01:30:00Z,2010-06-30T01:00:00Z,PT30M,9.6,59,892,466,525
2010-06-30T02:00:00Z,2010-06-30T01:30:00Z,PT30M,10.3,61,893,480,541
2010-06-30T02:30:00Z,2010-06-30T02:00:00Z,PT30M,11.0,62,886,473,535
2010-06-30T03:00:00Z,2010-06-30T02:30:00Z,PT30M,11.6,62,877,459,521
2010-06-30T03:30:00Z,2010-06-30T03:00:00Z,PT30M,11.9,61,859,425,486
2010-06-30T04:00:00Z,2010-06-30T03:30:00Z,PT30M,12.1,60,837,383,443
2010-06-30T04:30:00Z,2010-06-30T04:00:00Z,PT30M,12.2,57,800,326,383
2010-06-30T05:00:00Z,2010-06-30T04:30:00Z,PT30M,12.3,53,756,263,316
2010-06-30T05:30:00Z,2010-06-30T05:00:00Z,PT30M,12.4,46,682,193,239
2010-06-30T06:00:00Z,2010-06-30T05:30:00Z,PT30M,12.4,38,586,120,158
2010-06-30T06:30:00Z,2010-06-30T06:00:00Z,PT30M,12.2,22,344,63,85
2010-06-30T07:00:00Z,2010-06-30T06:30:00Z,PT30M,11.9,5,68,12,17
2010-06-30T07:30:00Z,2010-06-30T07:00:00Z,PT30M,11.6,0,0,0,0
2010-06-30T08:00:00Z,2010-06-30T07:30:00Z,PT30M,11.2,0,0,0,0
2010-06-30T08:30:00Z,2010-06-30T08:00:00Z,PT30M,10.8,0,0,0,0
2010-06-30T09:00:00Z,2010-06-30T08:30:00Z,PT30M,10.4,0,0,0,0
2010-06-30T09:30:00Z,2010-06-30T09:00:00Z,PT30M,10.1,0,0,0,0
2010-06-30T10:00:00Z,2010-06-30T09:30:00Z,PT30M,9.8,0,0,0,0
2010-06-30T10:30:00Z,2010-06-30T10:00:00Z,PT30M,9.5,0,0,0,0
2010-06-30T11:00:00Z,2010-06-30T10:30:00Z,PT30M,9.2,0,0,0,0
2010-06-30T11:30:00Z,2010-06-30T11:00:00Z,PT30M,9.0,0,0,0,0
2010-06-30T12:00:00Z,2010-06-30T11:30:00Z,PT30M,8.7,0,0,0,0
2010-06-30T12:30:00Z,2010-06-30T12:00:00Z,PT30M,8.7,0,0,0,0
2010-06-30T13:00:00Z,2010-06-30T12:30:00Z,PT30M,8.8,0,0,0,0
2010-06-30T13:30:00Z,2010-06-30T13:00:00Z,PT30M,8.9,0,0,0,0
2010-06-30T14:00:00Z,2010-06-30T13:30:00Z,PT30M,9.0,0,0,0,0
2010-06-30T14:30:00Z,2010-06-30T14:00:00Z,PT30M,9.1,0,0,0,0
2010-06-30T15:00:00Z,2010-06-30T14:30:00Z,PT30M,9.3,0,0,0,0
2010-06-30T15:30:00Z,2010-06-30T15:00:00Z,PT30M,9.2,0,0,0,0
2010-06-30T16:00:00Z,2010-06-30T15:30:00Z,PT30M,9.2,0,0,0,0
2010-06-30T16:30:00Z,2010-06-30T16:00:00Z,PT30M,9.1,0,0,0,0
2010-06-30T17:00:00Z,2010-06-30T16:30:00Z,PT30M,8.9,0,0,0,0
2010-06-30T17:30:00Z,2010-06-30T17:00:00Z,PT30M,8.8,0,0,0,0
2010-06-30T18:00:00Z,2010-06-30T17:30:00Z,PT30M,8.7,0,0,0,0
2010-06-30T18:30:00Z,2010-06-30T18:00:00Z,PT30M,8.6,0,0,0,0
2010-06-30T19:00:00Z,2010-06-30T18:30:00Z,PT30M,8.5,0,0,0,0
2010-06-30T19:30:00Z,2010-06-30T19:00:00Z,PT30M,8.4,0,0,0,0
2010-06-30T20:00:00Z,2010-06-30T19:30:00Z,PT30M,8.3,0,0,0,0
2010-06-30T20:30:00Z,2010-06-30T20:00:00Z,PT30M,8.2,0,0,0,0
2010-06-30T21:00:00Z,2010-06-30T20:30:00Z,PT30M,8.1,1,14,2,3
2010-06-30T21:30:00Z,2010-06-30T21:00:00Z,PT30M,8.2,12,221,31,43
2010-06-30T22:00:00Z,2010-06-30T21:30:00Z,PT30M,8.4,26,482,71,97
2010-06-30T22:30:00Z,2010-06-30T22:00:00Z,PT30M,8.6,36,623,137,173
2010-06-30T23:00:00Z,2010-06-30T22:30:00Z,PT30M,8.9,44,722,211,255
2010-06-30T23:30:00Z,2010-06-30T23:00:00Z,PT30M,9.1,49,780,278,328
2010-07-01T00:00:00Z,2010-06-30T23:30:00Z,PT30M,9.4,53,823,343,397
2010-07-01T00:30:00Z,2010-07-01T00:00:00Z,PT30M,9.9,56,849,393,449
2010-07-01T01:00:00Z,2010-07-01T00:30:00Z,PT30M,10.6,59,866,435,493
2010-07-01T01:30:00Z,2010-07-01T01:00:00Z,PT30M,11.3,74,836,437,512
2010-07-01T02:00:00Z,2010-07-01T01:30:00Z,PT30M,12.1,96,786,423,519
2010-07-01T02:30:00Z,2010-07-01T02:00:00Z,PT30M,12.8,141,649,349,490
2010-07-01T03:00:00Z,2010-07-01T02:30:00Z,PT30M,13.5,187,502,263,450
2010-07-01T03:30:00Z,2010-07-01T03:00:00Z,PT30M,13.8,143,611,296,439
2010-07-01T04:00:00Z,2010-07-01T03:30:00Z,PT30M,13.9,73,793,361,434
2010-07-01T04:30:00Z,2010-07-01T04:00:00Z,PT30M,13.9,54,808,330,384
2010-07-01T05:00:00Z,2010-07-01T04:30:00Z,PT30M,13.9,50,767,268,318
2010-07-01T05:30:00Z,2010-07-01T05:00:00Z,PT30M,13.9,44,694,197,241
2010-07-01T06:00:00Z,2010-07-01T05:30:00Z,PT30M,13.8,37,599,124,160
2010-07-01T06:30:00Z,2010-07-01T06:00:00Z,PT30M,13.5,21,353,65,86
2010-07-01T07:00:00Z,2010-07-01T06:30:00Z,PT30M,13.1,5,71,13,18
2010-07-01T07:30:00Z,2010-07-01T07:00:00Z,PT30M,12.7,0,1,0,0
2010-07-01T08:00:00Z,2010-07-01T07:30:00Z,PT30M,12.2,0,0,0,0
2010-07-01T08:30:00Z,2010-07-01T08:00:00Z,PT30M,11.7,0,0,0,0
2010-07-01T09:00:00Z,2010-07-01T08:30:00Z,PT30M,11.3,0,0,0,0
2010-07-01T09:30:00Z,2010-07-01T09:00:00Z,PT30M,10.9,0,0,0,0
2010-07-01T10:00:00Z,2010-07-01T09:30:00Z,PT30M,10.5,0,0,0,0
2010-07-01T10:30:00Z,2010-07-01T10:00:00Z,PT30M,10.2,0,0,0,0
2010-07-01T11:00:00Z,2010-07-01T10:30:00Z,PT30M,9.8,0,0,0,0
2010-07-01T11:30:00Z,2010-07-01T11:00:00Z,PT30M,9.5,0,0,0,0
2010-07-01T12:00:00Z,2010-07-01T11:30:00Z,PT30M,9.2,0,0,0,0
2010-07-01T12:30:00Z,2010-07-01T12:00:00Z,PT30M,9.1,0,0,0,0
2010-07-01T13:00:00Z,2010-07-01T12:30:00Z,PT30M,9.1,0,0,0,0
2010-07-01T13:30:00Z,2010-07-01T13:00:00Z,PT30M,9.1,0,0,0,0
2010-07-01T14:00:00Z,2010-07-01T13:30:00Z,PT30M,9.1,0,0,0,0
2010-07-01T14:30:00Z,2010-07-01T14:00:00Z,PT30M,9.2,0,0,0,0
2010-07-01T15:00:00Z,2010-07-01T14:30:00Z,PT30M,9.2,0,0,0,0
2010-07-01T15:30:00Z,2010-07-01T15:00:00Z,PT30M,9.2,0,0,0,0
2010-07-01T16:00:00Z,2010-07-01T15:30:00Z,PT30M,9.1,0,0,0,0
2010-07-01T16:30:00Z,2010-07-01T16:00:00Z,PT30M,9.0,0,0,0,0
2010-07-01T17:00:00Z,2010-07-01T16:30:00Z,PT30M,9.0,0,0,0,0
2010-07-01T17:30:00Z,2010-07-01T17:00:00Z,PT30M,8.9,0,0,0,0
2010-07-01T18:00:00Z,2010-07-01T17:30:00Z,PT30M,8.8,0,0,0,0
2010-07-01T18:30:00Z,2010-07-01T18:00:00Z,PT30M,8.8,0,0,0,0
2010-07-01T19:00:00Z,2010-07-01T18:30:00Z,PT30M,8.8,0,0,0,0
2010-07-01T19:30:00Z,2010-07-01T19:00:00Z,PT30M,8.8,0,0,0,0
2010-07-01T20:00:00Z,2010-07-01T19:30:00Z,PT30M,8.8,0,0,0,0
2010-07-01T20:30:00Z,2010-07-01T20:00:00Z,PT30M,8.9,0,0,0,0
2010-07-01T21:00:00Z,2010-07-01T20:30:00Z,PT30M,8.9,1,0,0,1
2010-07-01T21:30:00Z,2010-07-01T21:00:00Z,PT30M,8.9,13,0,0,13
2010-07-01T22:00:00Z,2010-07-01T21:30:00Z,PT30M,9.0,29,0,0,29
2010-07-01T22:30:00Z,2010-07-01T22:00:00Z,PT30M,9.1,68,0,0,68
2010-07-01T23:00:00Z,2010-07-01T22:30:00Z,PT30M,9.1,111,0,0,111
2010-07-01T23:30:00Z,2010-07-01T23:00:00Z,PT30M,9.2,116,0,0,116
2010-07-02T00:00:00Z,2010-07-01T23:30:00Z,PT30M,9.3,109,0,0,109
2010-07-02T00:30:00Z,2010-07-02T00:00:00Z,PT30M,9.7,105,0,0,105
2010-07-02T01:00:00Z,2010-07-02T00:30:00Z,PT30M,10.3,100,0,0,100
2010-07-02T01:30:00Z,2010-07-02T01:00:00Z,PT30M,10.9,94,0,0,94
2010-07-02T02:00:00Z,2010-07-02T01:30:00Z,PT30M,11.5,89,0,0,89
2010-07-02T02:30:00Z,2010-07-02T02:00:00Z,PT30M,12.1,110,0,0,110
2010-07-02T03:00:00Z,2010-07-02T02:30:00Z,PT30M,12.7,136,0,0,136
2010-07-02T03:30:00Z,2010-07-02T03:00:00Z,PT30M,12.9,118,0,0,118
2010-07-02T04:00:00Z,2010-07-02T03:30:00Z,PT30M,13.0,87,0,0,87
2010-07-02T04:30:00Z,2010-07-02T04:00:00Z,PT30M,12.9,69,0,0,69
2010-07-02T05:00:00Z,2010-07-02T04:30:00Z,PT30M,12.9,57,0,0,57
2010-07-02T05:30:00Z,2010-07-02T05:00:00Z,PT30M,12.8,64,0,0,64
2010-07-02T06:00:00Z,2010-07-02T05:30:00Z,PT30M,12.8,75,0,0,75
2010-07-02T06:30:00Z,2010-07-02T06:00:00Z,PT30M,12.6,47,0,0,47
2010-07-02T07:00:00Z,2010-07-02T06:30:00Z,PT30M,12.4,10,0,0,10
2010-07-02T07:30:00Z,2010-07-02T07:00:00Z,PT30M,12.1,0,0,0,0
2010-07-02T08:00:00Z,2010-07-02T07:30:00Z,PT30M,11.9,0,0,0,0
2010-07-02T08:30:00Z,2010-07-02T08:00:00Z,PT30M,11.7,0,0,0,0
2010-07-02T09:00:00Z,2010-07-02T08:30:00Z,PT30M,11.4,0,0,0,0
2010-07-02T09:30:00Z,2010-07-02T09:00:00Z,PT30M,11.2,0,0,0,0
2010-07-02T10:00:00Z,2010-07-02T09:30:00Z,PT30M,11.0,0,0,0,0
2010-07-02T10:30:00Z,2010-07-02T10:00:00Z,PT30M,10.9,0,0,0,0
2010-07-02T11:00:00Z,2010-07-02T10:30:00Z,PT30M,10.7,0,0,0,0
2010-07-02T11:30:00Z,2010-07-02T11:00:00Z,PT30M,10.5,0,0,0,0
2010-07-02T12:00:00Z,2010-07-02T11:30:00Z,PT30M,10.3,0,0,0,0
2010-07-02T12:30:00Z,2010-07-02T12:00:00Z,PT30M,10.2,0,0,0,0
2010-07-02T13:00:00Z,2010-07-02T12:30:00Z,PT30M,10.1,0,0,0,0
2010-07-02T13:30:00Z,2010-07-02T13:00:00Z,PT30M,10.1,0,0,0,0
2010-07-02T14:00:00Z,2010-07-02T13:30:00Z,PT30M,10.1,0,0,0,0
2010-07-02T14:30:00Z,2010-07-02T14:00:00Z,PT30M,10.0,0,0,0,0
2010-07-02T15:00:00Z,2010-07-02T14:30:00Z,PT30M,10.0,0,0,0,0
2010-07-02T15:30:00Z,2010-07-02T15:00:00Z,PT30M,9.9,0,0,0,0
2010-07-02T16:00:00Z,2010-07-02T15:30:00Z,PT30M,9.9,0,0,0,0
2010-07-02T16:30:00Z,2010-07-02T16:00:00Z,PT30M,9.9,0,0,0,0
2010-07-02T17:00:00Z,2010-07-02T16:30:00Z,PT30M,9.9,0,0,0,0
2010-07-02T17:30:00Z,2010-07-02T17:00:00Z,PT30M,9.8,0,0,0,0
2010-07-02T18:00:00Z,2010-07-02T17:30:00Z,PT30M,9.8,0,0,0,0
2010-07-02T18:30:00Z,2010-07-02T18:00:00Z,PT30M,9.8,0,0,0,0
2010-07-02T19:00:00Z,2010-07-02T18:30:00Z,PT30M,9.8,0,0,0,0
2010-07-02T19:30:00Z,2010-07-02T19:00:00Z,PT30M,9.7,0,0,0,0
2010-07-02T20:00:00Z,2010-07-02T19:30:00Z,PT30M,9.7,0,0,0,0
2010-07-02T20:30:00Z,2010-07-02T20:00:00Z,PT30M,9.7,0,0,0,0
2010-07-02T21:00:00Z,2010-07-02T20:30:00Z,PT30M,9.6,1,12,2,3
2010-07-02T21:30:00Z,2010-07-02T21:00:00Z,PT30M,9.8,13,200,28,41
2010-07-02T22:00:00Z,2010-07-02T21:30:00Z,PT30M,9.9,29,438,64,93
2010-07-02T22:30:00Z,2010-07-02T22:00:00Z,PT30M,10.1,40,577,128,168
2010-07-02T23:00:00Z,2010-07-02T22:30:00Z,PT30M,10.3,49,680,199,249
2010-07-02T23:30:00Z,2010-07-02T23:00:00Z,PT30M,10.4,56,741,265,321
2010-07-03T00:00:00Z,2010-07-02T23:30:00Z,PT30M,10.6,61,786,329,389
2010-07-03T00:30:00Z,2010-07-03T00:00:00Z,PT30M,11.0,64,815,378,442
2010-07-03T01:00:00Z,2010-07-03T00:30:00Z,PT30M,11.5,66,837,421,487
2010-07-03T01:30:00Z,2010-07-03T01:00:00Z,PT30M,12.0,67,851,447,514
2010-07-03T02:00:00Z,2010-07-03T01:30:00Z,PT30M,12.5,69,854,461,531
2010-07-03T02:30:00Z,2010-07-03T02:00:00Z,PT30M,13.0,113,726,391,505
2010-07-03T03:00:00Z,2010-07-03T02:30:00Z,PT30M,13.4,165,573,301,466
2010-07-03T03:30:00Z,2010-07-03T03:00:00Z,PT30M,13.6,131,651,318,450
2010-07-03T04:00:00Z,2010-07-03T03:30:00Z,PT30M,13.7,73,795,364,438
2010-07-03T04:30:00Z,2010-07-03T04:00:00Z,PT30M,13.8,57,801,329,386
2010-07-03T05:00:00Z,2010-07-03T04:30:00Z,PT30M,13.8,53,760,267,320
2010-07-03T05:30:00Z,2010-07-03T05:00:00Z,PT30M,13.8,47,685,196,243
2010-07-03T06:00:00Z,2010-07-03T05:30:00Z,PT30M,13.8,39,590,123,162
2010-07-03T06:30:00Z,2010-07-03T06:00:00Z,PT30M,13.7,23,348,65,88
2010-07-03T07:00:00Z,2010-07-03T06:30:00Z,PT30M,13.5,6,72,13,19
2010-07-03T07:30:00Z,2010-07-03T07:00:00Z,PT30M,13.2,1,3,0,1
2010-07-03T08:00:00Z,2010-07-03T07:30:00Z,PT30M,13.0,0,1,0,0
2010-07-03T08:30:00Z,2010-07-03T08:00:00Z,PT30M,12.8,0,0,0,0
2010-07-03T09:00:00Z,2010-07-03T08:30:00Z,PT30M,12.5,0,0,0,0
2010-07-03T09:30:00Z,2010-07-03T09:00:00Z,PT30M,12.1,0,0,0,0
2010-07-03T10:00:00Z,2010-07-03T09:30:00Z,PT30M,11.7,0,0,0,0
2010-07-03T10:30:00Z,2010-07-03T10:00:00Z,PT30M,11.2,0,0,0,0
2010-07-03T11:00:00Z,2010-07-03T10:30:00Z,PT30M,10.7,0,0,0,0
2010-07-03T11:30:00Z,2010-07-03T11:00:00Z,PT30M,10.2,0,0,0,0
2010-07-03T12:00:00Z,2010-07-03T11:30:00Z,PT30M,9.8,0,0,0,0
2010-07-03T12:30:00Z,2010-07-03T12:00:00Z,PT30M,9.8,0,0,0,0
2010-07-03T13:00:00Z,2010-07-03T12:30:00Z,PT30M,10.0,0,0,0,0
2010-07-03T13:30:00Z,2010-07-03T13:00:00Z,PT30M,10.2,0,0,0,0
2010-07-03T14:00:00Z,2010-07-03T13:30:00Z,PT30M,10.5,0,0,0,0
2010-07-03T14:30:00Z,2010-07-03T14:00:00Z,PT30M,10.8,0,0,0,0
2010-07-03T15:00:00Z,2010-07-03T14:30:00Z,PT30M,11.1,0,0,0,0
2010-07-03T15:30:00Z,2010-07-03T15:00:00Z,PT30M,11.2,0,0,0,0
2010-07-03T16:00:00Z,2010-07-03T15:30:00Z,PT30M,11.2,0,0,0,0
2010-07-03T16:30:00Z,2010-07-03T16:00:00Z,PT30M,11.1,0,0,0,0
2010-07-03T17:00:00Z,2010-07-03T16:30:00Z,PT30M,11.1,0,0,0,0
2010-07-03T17:30:00Z,2010-07-03T17:00:00Z,PT30M,11.0,0,0,0,0
2010-07-03T18:00:00Z,2010-07-03T17:30:00Z,PT30M,11.0,0,0,0,0
2010-07-03T18:30:00Z,2010-07-03T18:00:00Z,PT30M,11.0,0,0,0,0
2010-07-03T19:00:00Z,2010-07-03T18:30:00Z,PT30M,10.9,0,0,0,0
2010-07-03T19:30:00Z,2010-07-03T19:00:00Z,PT30M,10.9,0,0,0,0
2010-07-03T20:00:00Z,2010-07-03T19:30:00Z,PT30M,10.8,0,0,0,0
2010-07-03T20:30:00Z,2010-07-03T20:00:00Z,PT30M,10.8,0,0,0,0
2010-07-03T21:00:00Z,2010-07-03T20:30:00Z,PT30M,10.7,1,12,2,3
2010-07-03T21:30:00Z,2010-07-03T21:00:00Z,PT30M,10.8,13,198,28,41
2010-07-03T22:00:00Z,2010-07-03T21:30:00Z,PT30M,10.8,30,433,64,93
2010-07-03T22:30:00Z,2010-07-03T22:00:00Z,PT30M,10.8,41,571,126,167
2010-07-03T23:00:00Z,2010-07-03T22:30:00Z,PT30M,10.9,51,673,197,248
2010-07-03T23:30:00Z,2010-07-03T23:00:00Z,PT30M,10.9,57,732,263,320
2010-07-04T00:00:00Z,2010-07-03T23:30:00Z,PT30M,11.0,62,776,325,387
2010-07-04T00:30:00Z,2010-07-04T00:00:00Z,PT30M,11.4,66,802,372,439
2010-07-04T01:00:00Z,2010-07-04T00:30:00Z,PT30M,12.0,75,805,405,480
2010-07-04T01:30:00Z,2010-07-04T01:00:00Z,PT30M,12.6,159,572,296,454
2010-07-04T02:00:00Z,2010-07-04T01:30:00Z,PT30M,13.2,259,284,152,410
2010-07-04T02:30:00Z,2010-07-04T02:00:00Z,PT30M,13.9,246,323,173,419
2010-07-04T03:00:00Z,2010-07-04T02:30:00Z,PT30M,14.5,196,468,246,442
2010-07-04T03:30:00Z,2010-07-04T03:00:00Z,PT30M,14.7,138,616,302,441
2010-07-04T04:00:00Z,2010-07-04T03:30:00Z,PT30M,14.7,81,755,347,428
2010-07-04T04:30:00Z,2010-07-04T04:00:00Z,PT30M,14.7,65,754,312,377
2010-07-04T05:00:00Z,2010-07-04T04:30:00Z,PT30M,14.6,62,704,249,311
2010-07-04T05:30:00Z,2010-07-04T05:00:00Z,PT30M,14.6,59,591,174,233
2010-07-04T06:00:00Z,2010-07-04T05:30:00Z,PT30M,14.5,54,455,98,152
2010-07-04T06:30:00Z,2010-07-04T06:00:00Z,PT30M,14.3,33,259,48,81
2010-07-04T07:00:00Z,2010-07-04T06:30:00Z,PT30M,14.0,8,54,10,18
2010-07-04T07:30:00Z,2010-07-04T07:00:00Z,PT30M,13.7,1,2,0,1
2010-07-04T08:00:00Z,2010-07-04T07:30:00Z,PT30M,13.4,0,0,0,0
2010-07-04T08:30:00Z,2010-07-04T08:00:00Z,PT30M,13.0,0,0,0,0
2010-07-04T09:00:00Z,2010-07-04T08:30:00Z,PT30M,12.7,0,0,0,0
2010-07-04T09:30:00Z,2010-07-04T09:00:00Z,PT30M,12.4,0,0,0,0
2010-07-04T10:00:00Z,2010-07-04T09:30:00Z,PT30M,12.1,0,0,0,0
2010-07-04T10:30:00Z,2010-07-04T10:00:00Z,PT30M,11.8,0,0,0,0
2010-07-04T11:00:00Z,2010-07-04T10:30:00Z,PT30M,11.5,0,0,0,0
2010-07-04T11:30:00Z,2010-07-04T11:00:00Z,PT30M,11.2,0,0,0,0
2010-07-04T12:00:00Z,2010-07-04T11:30:00Z,PT30M,11.0,0,0,0,0
2010-07-04T12:30:00Z,2010-07-04T12:00:00Z,PT30M,11.0,0,0,0,0
2010-07-04T13:00:00Z,2010-07-04T12:30:00Z,PT30M,11.1,0,0,0,0
2010-07-04T13:30:00Z,2010-07-04T13:00:00Z,PT30M,11.2,0,0,0,0
2010-07-04T14:00:00Z,2010-07-04T13:30:00Z,PT30M,11.3,0,0,0,0
2010-07-04T14:30:00Z,2010-07-04T14:00:00Z,PT30M,11.5,0,0,0,0
2010-07-04T15:00:00Z,2010-07-04T14:30:00Z,PT30M,11.6,0,0,0,0
2010-07-04T15:30:00Z,2010-07-04T15:00:00Z,PT30M,11.6,0,0,0,0
2010-07-04T16:00:00Z,2010-07-04T15:30:00Z,PT30M,11.5,0,0,0,0
2010-07-04T16:30:00Z,2010-07-04T16:00:00Z,PT30M,11.4,0,0,0,0
2010-07-04T17:00:00Z,2010-07-04T16:30:00Z,PT30M,11.2,0,0,0,0
2010-07-04T17:30:00Z,2010-07-04T17:00:00Z,PT30M,11.1,0,0,0,0
2010-07-04T18:00:00Z,2010-07-04T17:30:00Z,PT30M,10.9,0,0,0,0
2010-07-04T18:30:00Z,2010-07-04T18:00:00Z,PT30M,10.8,0,0,0,0
2010-07-04T19:00:00Z,2010-07-04T18:30:00Z,PT30M,10.8,0,0,0,0
2010-07-04T19:30:00Z,2010-07-04T19:00:00Z,PT30M,10.7,0,0,0,0
2010-07-04T20:00:00Z,2010-07-04T19:30:00Z,PT30M,10.7,0,0,0,0
2010-07-04T20:30:00Z,2010-07-04T20:00:00Z,PT30M,10.6,0,0,0,0
2010-07-04T21:00:00Z,2010-07-04T20:30:00Z,PT30M,10.6,2,0,0,2
2010-07-04T21:30:00Z,2010-07-04T21:00:00Z,PT30M,10.6,25,0,0,25
2010-07-04T22:00:00Z,2010-07-04T21:30:00Z,PT30M,10.7,54,0,0,54
2010-07-04T22:30:00Z,2010-07-04T22:00:00Z,PT30M,10.8,47,0,0,47
2010-07-04T23:00:00Z,2010-07-04T22:30:00Z,PT30M,11.0,29,0,0,29
2010-07-04T23:30:00Z,2010-07-04T23:00:00Z,PT30M,11.1,22,0,0,22
2010-07-05T00:00:00Z,2010-07-04T23:30:00Z,PT30M,11.3,26,2,1,27
2010-07-05T00:30:00Z,2010-07-05T00:00:00Z,PT30M,11.6,132,30,16,148
2010-07-05T01:00:00Z,2010-07-05T00:30:00Z,PT30M,12.0,262,64,33,295
2010-07-05T01:30:00Z,2010-07-05T01:00:00Z,PT30M,12.5,243,44,23,266
2010-07-05T02:00:00Z,2010-07-05T01:30:00Z,PT30M,12.9,182,9,4,186
2010-07-05T02:30:00Z,2010-07-05T02:00:00Z,PT30M,13.4,210,0,0,210
2010-07-05T03:00:00Z,2010-07-05T02:30:00Z,PT30M,13.9,259,0,0,259
2010-07-05T03:30:00Z,2010-07-05T03:00:00Z,PT30M,14.0,188,0,0,188
2010-07-05T04:00:00Z,2010-07-05T03:30:00Z,PT30M,14.0,82,0,0,82
2010-07-05T04:30:00Z,2010-07-05T04:00:00Z,PT30M,14.0,49,0,0,49
2010-07-05T05:00:00Z,2010-07-05T04:30:00Z,PT30M,14.0,39,0,0,39
2010-07-05T05:30:00Z,2010-07-05T05:00:00Z,PT30M,13.9,43,0,0,43
2010-07-05T06:00:00Z,2010-07-05T05:30:00Z,PT30M,13.9,50,0,0,50
2010-07-05T06:30:00Z,2010-07-05T06:00:00Z,PT30M,13.7,32,0,0,32
2010-07-05T07:00:00Z,2010-07-05T06:30:00Z,PT30M,13.5,7,0,0,7
2010-07-05T07:30:00Z,2010-07-05T07:00:00Z,PT30M,13.3,1,0,0,1
2010-07-05T08:00:00Z,2010-07-05T07:30:00Z,PT30M,13.1,0,0,0,0
2010-07-05T08:30:00Z,2010-07-05T08:00:00Z,PT30M,12.8,0,0,0,0
2010-07-05T09:00:00Z,2010-07-05T08:30:00Z,PT30M,12.6,0,0,0,0
2010-07-05T09:30:00Z,2010-07-05T09:00:00Z,PT30M,12.4,0,0,0,0
2010-07-05T10:00:00Z,2010-07-05T09:30:00Z,PT30M,12.3,0,0,0,0
2010-07-05T10:30:00Z,2010-07-05T10:00:00Z,PT30M,12.1,0,0,0,0
2010-07-05T11:00:00Z,2010-07-05T10:30:00Z,PT30M,11.9,0,0,0,0
2010-07-05T11:30:00Z,2010-07-05T11:00:00Z,PT30M,11.8,0,0,0,0
2010-07-05T12:00:00Z,2010-07-05T11:30:00Z,PT30M,11.6,0,0,0,0
2010-07-05T12:30:00Z,2010-07-05T12:00:00Z,PT30M,11.6,0,0,0,0
2010-07-05T13:00:00Z,2010-07-05T12:30:00Z,PT30M,11.7,0,0,0,0
2010-07-05T13:30:00Z,2010-07-05T13:00:00Z,PT30M,11.7,0,0,0,0
2010-07-05T14:00:00Z,2010-07-05T13:30:00Z,PT30M,11.8,0,0,0,0
2010-07-05T14:30:00Z,2010-07-05T14:00:00Z,PT30M,11.9,0,0,0,0
2010-07-05T15:00:00Z,2010-07-05T14:30:00Z,PT30M,12.0,0,0,0,0
2010-07-05T15:30:00Z,2010-07-05T15:00:00Z,PT30M,12.0,0,0,0,0
2010-07-05T16:00:00Z,2010-07-05T15:30:00Z,PT30M,12.0,0,0,0,0
2010-07-05T16:30:00Z,2010-07-05T16:00:00Z,PT30M,12.0,0,0,0,0
2010-07-05T17:00:00Z,2010-07-05T16:30:00Z,PT30M,11.9,0,0,0,0
2010-07-05T17:30:00Z,2010-07-05T17:00:00Z,PT30M,11.9,0,0,0,0
2010-07-05T18:00:00Z,2010-07-05T17:30:00Z,PT30M,11.9,0,0,0,0
2010-07-05T18:30:00Z,2010-07-05T18:00:00Z,PT30M,11.8,0,0,0,0
2010-07-05T19:00:00Z,2010-07-05T18:30:00Z,PT30M,11.8,0,0,0,0
2010-07-05T19:30:00Z,2010-07-05T19:00:00Z,PT30M,11.8,0,0,0,0
2010-07-05T20:00:00Z,2010-07-05T19:30:00Z,PT30M,11.7,0,0,0,0
2010-07-05T20:30:00Z,2010-07-05T20:00:00Z,PT30M,11.7,0,0,0,0
2010-07-05T21:00:00Z,2010-07-05T20:30:00Z,PT30M,11.7,1,0,0,1
2010-07-05T21:30:00Z,2010-07-05T21:00:00Z,PT30M,11.7,10,0,0,10
2010-07-05T22:00:00Z,2010-07-05T21:30:00Z,PT30M,11.7,24,0,0,24
2010-07-05T22:30:00Z,2010-07-05T22:00:00Z,PT30M,11.7,59,0,0,59
2010-07-05T23:00:00Z,2010-07-05T22:30:00Z,PT30M,11.7,97,0,0,97
2010-07-05T23:30:00Z,2010-07-05T23:00:00Z,PT30M,11.7,69,0,0,69
2010-07-06T00:00:00Z,2010-07-05T23:30:00Z,PT30M,11.7,28,10,5,33
2010-07-06T00:30:00Z,2010-07-06T00:00:00Z,PT30M,12.0,94,161,83,177
2010-07-06T01:00:00Z,2010-07-06T00:30:00Z,PT30M,12.3,188,357,184,373
2010-07-06T01:30:00Z,2010-07-06T01:00:00Z,PT30M,12.7,172,536,286,458
2010-07-06T02:00:00Z,2010-07-06T01:30:00Z,PT30M,13.1,123,701,382,505
2010-07-06T02:30:00Z,2010-07-06T02:00:00Z,PT30M,13.5,107,747,403,510
2010-07-06T03:00:00Z,2010-07-06T02:30:00Z,PT30M,13.9,101,734,390,491
2010-07-06T03:30:00Z,2010-07-06T03:00:00Z,PT30M,14.1,73,446,236,309
2010-07-06T04:00:00Z,2010-07-06T03:30:00Z,PT30M,14.2,40,88,47,86
2010-07-06T04:30:00Z,2010-07-06T04:00:00Z,PT30M,14.3,39,0,0,39
2010-07-06T05:00:00Z,2010-07-06T04:30:00Z,PT30M,14.4,48,0,0,48
