PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ebh,Ghi
2013-05-07T06:30:00Z,2013-05-07T06:00:00Z,PT30M,17.8,83,90,14,97
2013-05-07T07:00:00Z,2013-05-07T06:30:00Z,PT30M,17.6,29,113,11,40
2013-05-07T07:30:00Z,2013-05-07T07:00:00Z,PT30M,17.4,10,72,6,16
2013-05-07T08:00:00Z,2013-05-07T07:30:00Z,PT30M,17.2,2,14,1,3
2013-05-07T08:30:00Z,2013-05-07T08:00:00Z,PT30M,17.0,0,0,0,0
2013-05-07T09:00:00Z,2013-05-07T08:30:00Z,PT30M,16.8,0,0,0,0
2013-05-07T09:30:00Z,2013-05-07T09:00:00Z,PT30M,16.5,0,0,0,0
2013-05-07T10:00:00Z,2013-05-07T09:30:00Z,PT30M,16.2,0,0,0,0
2013-05-07T10:30:00Z,2013-05-07T10:00:00Z,PT30M,15.9,0,0,0,0
2013-05-07T11:00:00Z,2013-05-07T10:30:00Z,PT30M,15.5,0,0,0,0
2013-05-07T11:30:00Z,2013-05-07T11:00:00Z,PT30M,15.2,0,0,0,0
2013-05-07T12:00:00Z,2013-05-07T11:30:00Z,PT30M,14.9,0,0,0,0
2013-05-07T12:30:00Z,2013-05-07T12:00:00Z,PT30M,15.0,0,0,0,0
2013-05-07T13:00:00Z,2013-05-07T12:30:00Z,PT30M,15.2,0,0,0,0
2013-05-07T13:30:00Z,2013-05-07T13:00:00Z,PT30M,15.5,0,0,0,0
2013-05-07T14:00:00Z,2013-05-07T13:30:00Z,PT30M,15.8,0,0,0,0
2013-05-07T14:30:00Z,2013-05-07T14:00:00Z,PT30M,16.1,0,0,0,0
2013-05-07T15:00:00Z,2013-05-07T14:30:00Z,PT30M,16.3,0,0,0,0
2013-05-07T15:30:00Z,2013-05-07T15:00:00Z,PT30M,16.3,0,0,0,0
2013-05-07T16:00:00Z,2013-05-07T15:30:00Z,PT30M,16.2,0,0,0,0
2013-05-07T16:30:00Z,2013-05-07T16:00:00Z,PT30M,16.1,0,0,0,0
2013-05-07T17:00:00Z,2013-05-07T16:30:00Z,PT30M,15.9,0,0,0,0
2013-05-07T17:30:00Z,2013-05-07T17:00:00Z,PT30M,15.8,0,0,0,0
2013-05-07T18:00:00Z,2013-05-07T17:30:00Z,PT30M,15.6,0,0,0,0
2013-05-07T18:30:00Z,2013-05-07T18:00:00Z,PT30M,15.5,0,0,0,0
2013-05-07T19:00:00Z,2013-05-07T18:30:00Z,PT30M,15.3,0,0,0,0
2013-05-07T19:30:00Z,2013-05-07T19:00:00Z,PT30M,15.2,0,0,0,0
2013-05-07T20:00:00Z,2013-05-07T19:30:00Z,PT30M,15.0,0,3,0,1
2013-05-07T20:30:00Z,2013-05-07T20:00:00Z,PT30M,14.9,5,51,4,10
2013-05-07T21:00:00Z,2013-05-07T20:30:00Z,PT30M,14.7,14,108,9,24
2013-05-07T21:30:00Z,2013-05-07T21:00:00Z,PT30M,14.8,53,74,6,60
2013-05-07T22:00:00Z,2013-05-07T21:30:00Z,PT30M,14.9,99,15,1,101
2013-05-07T22:30:00Z,2013-05-07T22:00:00Z,PT30M,15.1,110,0,0,110
2013-05-07T23:00:00Z,2013-05-07T22:30:00Z,PT30M,15.2,114,0,0,114
2013-05-07T23:30:00Z,2013-05-07T23:00:00Z,PT30M,15.4,186,0,0,186
2013-05-08T00:00:00Z,2013-05-07T23:30:00Z,PT30M,15.6,271,21,13,284
2013-05-08T00:30:00Z,2013-05-08T00:00:00Z,PT30M,15.9,209,349,212,422
2013-05-08T01:00:00Z,2013-05-08T00:30:00Z,PT30M,16.3,110,743,453,563
2013-05-08T01:30:00Z,2013-05-08T01:00:00Z,PT30M,16.7,157,671,413,570
2013-05-08T02:00:00Z,2013-05-08T01:30:00Z,PT30M,17.1,247,458,289,536
2013-05-08T02:30:00Z,2013-05-08T02:00:00Z,PT30M,17.6,262,413,258,520
2013-05-08T03:00:00Z,2013-05-08T02:30:00Z,PT30M,18.0,251,421,257,508
2013-05-08T03:30:00Z,2013-05-08T03:00:00Z,PT30M,18.1,233,426,246,479
2013-05-08T04:00:00Z,2013-05-08T03:30:00Z,PT30M,18.2,213,423,228,441
2013-05-08T04:30:00Z,2013-05-08T04:00:00Z,PT30M,18.2,206,336,168,374
2013-05-08T05:00:00Z,2013-05-08T04:30:00Z,PT30M,18.2,200,223,96,297
2013-05-08T05:30:00Z,2013-05-08T05:00:00Z,PT30M,18.2,166,119,48,214
2013-05-08T06:00:00Z,2013-05-08T05:30:00Z,PT30M,18.2,122,27,10,131
2013-05-08T06:30:00Z,2013-05-08T06:00:00Z,PT30M,17.9,73,55,5,78
2013-05-08T07:00:00Z,2013-05-08T06:30:00Z,PT30M,17.6,25,116,10,35
2013-05-08T07:30:00Z,2013-05-08T07:00:00Z,PT30M,17.3,8,80,7,15
2013-05-08T08:00:00Z,2013-05-08T07:30:00Z,PT30M,17.0,2,16,1,3
2013-05-08T08:30:00Z,2013-05-08T08:00:00Z,PT30M,16.6,0,0,0,0
2013-05-08T09:00:00Z,2013-05-08T08:30:00Z,PT30M,16.3,0,0,0,0
2013-05-08T09:30:00Z,2013-05-08T09:00:00Z,PT30M,16.1,0,0,0,0
2013-05-08T10:00:00Z,2013-05-08T09:30:00Z,PT30M,15.9,0,0,0,0
2013-05-08T10:30:00Z,2013-05-08T10:00:00Z,PT30M,15.7,0,0,0,0
2013-05-08T11:00:00Z,2013-05-08T10:30:00Z,PT30M,15.5,0,0,0,0
2013-05-08T11:30:00Z,2013-05-08T11:00:00Z,PT30M,15.3,0,0,0,0
2013-05-08T12:00:00Z,2013-05-08T11:30:00Z,PT30M,15.1,0,0,0,0
2013-05-08T12:30:00Z,2013-05-08T12:00:00Z,PT30M,15.0,0,0,0,0
2013-05-08T13:00:00Z,2013-05-08T12:30:00Z,PT30M,14.9,0,0,0,0
2013-05-08T13:30:00Z,2013-05-08T13:00:00Z,PT30M,14.9,0,0,0,0
2013-05-08T14:00:00Z,2013-05-08T13:30:00Z,PT30M,14.8,0,0,0,0
2013-05-08T14:30:00Z,2013-05-08T14:00:00Z,PT30M,14.7,0,0,0,0
2013-05-08T15:00:00Z,2013-05-08T14:30:00Z,PT30M,14.7,0,0,0,0
2013-05-08T15:30:00Z,2013-05-08T15:00:00Z,PT30M,14.5,0,0,0,0
2013-05-08T16:00:00Z,2013-05-08T15:30:00Z,PT30M,14.3,0,0,0,0
2013-05-08T16:30:00Z,2013-05-08T16:00:00Z,PT30M,14.1,0,0,0,0
2013-05-08T17:00:00Z,2013-05-08T16:30:00Z,PT30M,13.9,0,0,0,0
2013-05-08T17:30:00Z,2013-05-08T17:00:00Z,PT30M,13.7,0,0,0,0
2013-05-08T18:00:00Z,2013-05-08T17:30:00Z,PT30M,13.5,0,0,0,0
2013-05-08T18:30:00Z,2013-05-08T18:00:00Z,PT30M,13.5,0,0,0,0
2013-05-08T19:00:00Z,2013-05-08T18:30:00Z,PT30M,13.4,0,0,0,0
2013-05-08T19:30:00Z,2013-05-08T19:00:00Z,PT30M,13.4,0,0,0,0
2013-05-08T20:00:00Z,2013-05-08T19:30:00Z,PT30M,13.3,0,3,0,1
2013-05-08T20:30:00Z,2013-05-08T20:00:00Z,PT30M,13.3,5,47,4,9
2013-05-08T21:00:00Z,2013-05-08T20:30:00Z,PT30M,13.3,12,116,12,24
2013-05-08T21:30:00Z,2013-05-08T21:00:00Z,PT30M,13.5,26,325,66,92
2013-05-08T22:00:00Z,2013-05-08T21:30:00Z,PT30M,13.9,42,572,135,177
2013-05-08T22:30:00Z,2013-05-08T22:00:00Z,PT30M,14.2,52,688,213,265
2013-05-08T23:00:00Z,2013-05-08T22:30:00Z,PT30M,14.6,59,758,293,352
2013-05-08T23:30:00Z,2013-05-08T23:00:00Z,PT30M,15.0,65,801,363,428
2013-05-09T00:00:00Z,2013-05-08T23:30:00Z,PT30M,15.4,70,833,428,498
2013-05-09T00:30:00Z,2013-05-09T00:00:00Z,PT30M,15.9,74,852,476,550
2013-05-09T01:00:00Z,2013-05-09T00:30:00Z,PT30M,16.5,78,865,516,594
2013-05-09T01:30:00Z,2013-05-09T01:00:00Z,PT30M,17.1,80,872,538,617
2013-05-09T02:00:00Z,2013-05-09T01:30:00Z,PT30M,17.7,81,877,551,632
2013-05-09T02:30:00Z,2013-05-09T02:00:00Z,PT30M,18.3,79,877,545,624
2013-05-09T03:00:00Z,2013-05-09T02:30:00Z,PT30M,18.9,77,875,531,608
2013-05-09T03:30:00Z,2013-05-09T03:00:00Z,PT30M,19.1,73,867,498,570
2013-05-09T04:00:00Z,2013-05-09T03:30:00Z,PT30M,19.3,68,856,456,524
2013-05-09T04:30:00Z,2013-05-09T04:00:00Z,PT30M,19.3,64,829,396,459
2013-05-09T05:00:00Z,2013-05-09T04:30:00Z,PT30M,19.4,59,794,328,387
2013-05-09T05:30:00Z,2013-05-09T05:00:00Z,PT30M,19.4,53,733,250,303
2013-05-09T06:00:00Z,2013-05-09T05:30:00Z,PT30M,19.5,45,654,169,214
2013-05-09T06:30:00Z,2013-05-09T06:00:00Z,PT30M,19.1,31,441,96,127
2013-05-09T07:00:00Z,2013-05-09T06:30:00Z,PT30M,18.7,16,193,28,45
2013-05-09T07:30:00Z,2013-05-09T07:00:00Z,PT30M,18.2,8,81,7,15
2013-05-09T08:00:00Z,2013-05-09T07:30:00Z,PT30M,17.7,2,16,1,3
2013-05-09T08:30:00Z,2013-05-09T08:00:00Z,PT30M,17.2,0,0,0,0
2013-05-09T09:00:00Z,2013-05-09T08:30:00Z,PT30M,16.7,0,0,0,0
2013-05-09T09:30:00Z,2013-05-09T09:00:00Z,PT30M,16.4,0,0,0,0
2013-05-09T10:00:00Z,2013-05-09T09:30:00Z,PT30M,16.0,0,0,0,0
2013-05-09T10:30:00Z,2013-05-09T10:00:00Z,PT30M,15.7,0,0,0,0
2013-05-09T11:00:00Z,2013-05-09T10:30:00Z,PT30M,15.4,0,0,0,0
2013-05-09T11:30:00Z,2013-05-09T11:00:00Z,PT30M,15.1,0,0,0,0
2013-05-09T12:00:00Z,2013-05-09T11:30:00Z,PT30M,14.8,0,0,0,0
2013-05-09T12:30:00Z,2013-05-09T12:00:00Z,PT30M,14.7,0,0,0,0
2013-05-09T13:00:00Z,2013-05-09T12:30:00Z,PT30M,14.6,0,0,0,0
2013-05-09T13:30:00Z,2013-05-09T13:00:00Z,PT30M,14.6,0,0,0,0
2013-05-09T14:00:00Z,2013-05-09T13:30:00Z,PT30M,14.5,0,0,0,0
2013-05-09T14:30:00Z,2013-05-09T14:00:00Z,PT30M,14.5,0,0,0,0
2013-05-09T15:00:00Z,2013-05-09T14:30:00Z,PT30M,14.5,0,0,0,0
2013-05-09T15:30:00Z,2013-05-09T15:00:00Z,PT30M,14.3,0,0,0,0
2013-05-09T16:00:00Z,2013-05-09T15:30:00Z,PT30M,14.2,0,0,0,0
2013-05-09T16:30:00Z,2013-05-09T16:00:00Z,PT30M,14.0,0,0,0,0
2013-05-09T17:00:00Z,2013-05-09T16:30:00Z,PT30M,13.9,0,0,0,0
2013-05-09T17:30:00Z,2013-05-09T17:00:00Z,PT30M,13.7,0,0,0,0
2013-05-09T18:00:00Z,2013-05-09T17:30:00Z,PT30M,13.5,0,0,0,0
2013-05-09T18:30:00Z,2013-05-09T18:00:00Z,PT30M,13.4,0,0,0,0
2013-05-09T19:00:00Z,2013-05-09T18:30:00Z,PT30M,13.2,0,0,0,0
2013-05-09T19:30:00Z,2013-05-09T19:00:00Z,PT30M,13.1,0,0,0,0
2013-05-09T20:00:00Z,2013-05-09T19:30:00Z,PT30M,12.9,0,2,0,1
2013-05-09T20:30:00Z,2013-05-09T20:00:00Z,PT30M,12.8,5,37,3,8
2013-05-09T21:00:00Z,2013-05-09T20:30:00Z,PT30M,12.6,12,92,10,22
2013-05-09T21:30:00Z,2013-05-09T21:00:00Z,PT30M,12.9,28,293,60,89
2013-05-09T22:00:00Z,2013-05-09T21:30:00Z,PT30M,13.4,47,533,125,172
2013-05-09T22:30:00Z,2013-05-09T22:00:00Z,PT30M,13.9,59,648,199,258
2013-05-09T23:00:00Z,2013-05-09T22:30:00Z,PT30M,14.4,69,720,276,345
2013-05-09T23:30:00Z,2013-05-09T23:00:00Z,PT30M,14.9,74,768,346,420
2013-05-10T00:00:00Z,2013-05-09T23:30:00Z,PT30M,15.5,78,807,412,490
2013-05-10T00:30:00Z,2013-05-10T00:00:00Z,PT30M,16.1,78,836,464,543
2013-05-10T01:00:00Z,2013-05-10T00:30:00Z,PT30M,16.7,79,857,508,587
2013-05-10T01:30:00Z,2013-05-10T01:00:00Z,PT30M,17.4,98,823,504,601
2013-05-10T02:00:00Z,2013-05-10T01:30:00Z,PT30M,18.0,121,774,484,605
2013-05-10T02:30:00Z,2013-05-10T02:00:00Z,PT30M,18.7,125,758,469,594
2013-05-10T03:00:00Z,2013-05-10T02:30:00Z,PT30M,19.3,124,751,453,577
2013-05-10T03:30:00Z,2013-05-10T03:00:00Z,PT30M,19.5,129,709,406,535
2013-05-10T04:00:00Z,2013-05-10T03:30:00Z,PT30M,19.6,134,661,350,484
2013-05-10T04:30:00Z,2013-05-10T04:00:00Z,PT30M,19.6,107,692,323,430
2013-05-10T05:00:00Z,2013-05-10T04:30:00Z,PT30M,19.5,71,743,302,374
2013-05-10T05:30:00Z,2013-05-10T05:00:00Z,PT30M,19.5,57,700,237,294
2013-05-10T06:00:00Z,2013-05-10T05:30:00Z,PT30M,19.4,48,617,158,206
2013-05-10T06:30:00Z,2013-05-10T06:00:00Z,PT30M,19.1,33,405,88,121
2013-05-10T07:00:00Z,2013-05-10T06:30:00Z,PT30M,18.8,17,161,24,41
2013-05-10T07:30:00Z,2013-05-10T07:00:00Z,PT30M,18.4,8,62,5,13
2013-05-10T08:00:00Z,2013-05-10T07:30:00Z,PT30M,18.0,1,12,1,3
2013-05-10T08:30:00Z,2013-05-10T08:00:00Z,PT30M,17.5,0,0,0,0
2013-05-10T09:00:00Z,2013-05-10T08:30:00Z,PT30M,17.1,0,0,0,0
2013-05-10T09:30:00Z,2013-05-10T09:00:00Z,PT30M,16.8,0,0,0,0
2013-05-10T10:00:00Z,2013-05-10T09:30:00Z,PT30M,16.5,0,0,0,0
2013-05-10T10:30:00Z,2013-05-10T10:00:00Z,PT30M,16.1,0,0,0,0
2013-05-10T11:00:00Z,2013-05-10T10:30:00Z,PT30M,15.8,0,0,0,0
2013-05-10T11:30:00Z,2013-05-10T11:00:00Z,PT30M,15.5,0,0,0,0
2013-05-10T12:00:00Z,2013-05-10T11:30:00Z,PT30M,15.2,0,0,0,0
2013-05-10T12:30:00Z,2013-05-10T12:00:00Z,PT30M,15.1,0,0,0,0
2013-05-10T13:00:00Z,2013-05-10T12:30:00Z,PT30M,15.1,0,0,0,0
2013-05-10T13:30:00Z,2013-05-10T13:00:00Z,PT30M,15.1,0,0,0,0
2013-05-10T14:00:00Z,2013-05-10T13:30:00Z,PT30M,15.1,0,0,0,0
2013-05-10T14:30:00Z,2013-05-10T14:00:00Z,PT30M,15.1,0,0,0,0
2013-05-10T15:00:00Z,2013-05-10T14:30:00Z,PT30M,15.1,0,0,0,0
2013-05-10T15:30:00Z,2013-05-10T15:00:00Z,PT30M,15.0,0,0,0,0
2013-05-10T16:00:00Z,2013-05-10T15:30:00Z,PT30M,14.9,0,0,0,0
2013-05-10T16:30:00Z,2013-05-10T16:00:00Z,PT30M,14.8,0,0,0,0
2013-05-10T17:00:00Z,2013-05-10T16:30:00Z,PT30M,14.6,0,0,0,0
2013-05-10T17:30:00Z,2013-05-10T17:00:00Z,PT30M,14.5,0,0,0,0
2013-05-10T18:00:00Z,2013-05-10T17:30:00Z,PT30M,14.3,0,0,0,0
2013-05-10T18:30:00Z,2013-05-10T18:00:00Z,PT30M,14.3,0,0,0,0
2013-05-10T19:00:00Z,2013-05-10T18:30:00Z,PT30M,14.2,0,0,0,0
2013-05-10T19:30:00Z,2013-05-10T19:00:00Z,PT30M,14.2,0,0,0,0
2013-05-10T20:00:00Z,2013-05-10T19:30:00Z,PT30M,14.2,0,2,0,0
2013-05-10T20:30:00Z,2013-05-10T20:00:00Z,PT30M,14.2,5,25,2,7
2013-05-10T21:00:00Z,2013-05-10T20:30:00Z,PT30M,14.2,13,57,5,19
2013-05-10T21:30:00Z,2013-05-10T21:00:00Z,PT30M,14.4,52,94,16,69
2013-05-10T22:00:00Z,2013-05-10T21:30:00Z,PT30M,14.7,98,146,35,133
2013-05-10T22:30:00Z,2013-05-10T22:00:00Z,PT30M,14.9,94,378,135,228
2013-05-10T23:00:00Z,2013-05-10T22:30:00Z,PT30M,15.2,75,655,257,332
2013-05-10T23:30:00Z,2013-05-10T23:00:00Z,PT30M,15.5,76,746,333,409
2013-05-11T00:00:00Z,2013-05-10T23:30:00Z,PT30M,15.8,84,775,393,477
2013-05-11T00:30:00Z,2013-05-11T00:00:00Z,PT30M,16.2,94,781,431,525
2013-05-11T01:00:00Z,2013-05-11T00:30:00Z,PT30M,16.5,105,762,448,554
2013-05-11T01:30:00Z,2013-05-11T01:00:00Z,PT30M,16.9,120,462,276,397
2013-05-11T02:00:00Z,2013-05-11T01:30:00Z,PT30M,17.3,138,91,54,192
2013-05-11T02:30:00Z,2013-05-11T02:00:00Z,PT30M,17.7,176,0,0,176
2013-05-11T03:00:00Z,2013-05-11T02:30:00Z,PT30M,18.1,217,0,0,217
2013-05-11T03:30:00Z,2013-05-11T03:00:00Z,PT30M,18.2,199,0,0,199
2013-05-11T04:00:00Z,2013-05-11T03:30:00Z,PT30M,18.2,165,0,0,165
2013-05-11T04:30:00Z,2013-05-11T04:00:00Z,PT30M,18.2,180,0,0,180
2013-05-11T05:00:00Z,2013-05-11T04:30:00Z,PT30M,18.1,208,0,0,208
2013-05-11T05:30:00Z,2013-05-11T05:00:00Z,PT30M,18.1,174,0,0,174
2013-05-11T06:00:00Z,2013-05-11T05:30:00Z,PT30M,18.0,120,1,0,120
2013-05-11T06:30:00Z,2013-05-11T06:00:00Z,PT30M,17.8,70,22,2,72
2013-05-11T07:00:00Z,2013-05-11T06:30:00Z,PT30M,17.6,24,46,4,28
2013-05-11T07:30:00Z,2013-05-11T07:00:00Z,PT30M,17.4,8,32,3,10
2013-05-11T08:00:00Z,2013-05-11T07:30:00Z,PT30M,17.1,2,6,1,2
2013-05-11T08:30:00Z,2013-05-11T08:00:00Z,PT30M,16.9,0,0,0,0
2013-05-11T09:00:00Z,2013-05-11T08:30:00Z,PT30M,16.7,0,0,0,0
2013-05-11T09:30:00Z,2013-05-11T09:00:00Z,PT30M,16.6,0,0,0,0
2013-05-11T10:00:00Z,2013-05-11T09:30:00Z,PT30M,16.6,0,0,0,0
2013-05-11T10:30:00Z,2013-05-11T10:00:00Z,PT30M,16.5,0,0,0,0
2013-05-11T11:00:00Z,2013-05-11T10:30:00Z,PT30M,16.5,0,0,0,0
2013-05-11T11:30:00Z,2013-05-11T11:00:00Z,PT30M,16.5,0,0,0,0
2013-05-11T12:00:00Z,2013-05-11T11:30:00Z,PT30M,16.5,0,0,0,0
2013-05-11T12:30:00Z,2013-05-11T12:00:00Z,PT30M,16.6,0,0,0,0
2013-05-11T13:00:00Z,2013-05-11T12:30:00Z,PT30M,16.6,0,0,0,0
2013-05-11T13:30:00Z,2013-05-11T13:00:00Z,PT30M,16.6,0,0,0,0
2013-05-11T14:00:00Z,2013-05-11T13:30:00Z,PT30M,16.6,0,0,0,0
2013-05-11T14:30:00Z,2013-05-11T14:00:00Z,PT30M,16.7,0,0,0,0
2013-05-11T15:00:00Z,2013-05-11T14:30:00Z,PT30M,16.7,0,0,0,0
2013-05-11T15:30:00Z,2013-05-11T15:00:00Z,PT30M,16.7,0,0,0,0
2013-05-11T16:00:00Z,2013-05-11T15:30:00Z,PT30M,16.6,0,0,0,0
2013-05-11T16:30:00Z,2013-05-11T16:00:00Z,PT30M,16.6,0,0,0,0
2013-05-11T17:00:00Z,2013-05-11T16:30:00Z,PT30M,16.5,0,0,0,0
2013-05-11T17:30:00Z,2013-05-11T17:00:00Z,PT30M,16.4,0,0,0,0
2013-05-11T18:00:00Z,2013-05-11T17:30:00Z,PT30M,16.4,0,0,0,0
2013-05-11T18:30:00Z,2013-05-11T18:00:00Z,PT30M,16.3,0,0,0,0
2013-05-11T19:00:00Z,2013-05-11T18:30:00Z,PT30M,16.2,0,0,0,0
2013-05-11T19:30:00Z,2013-05-11T19:00:00Z,PT30M,16.1,0,0,0,0
2013-05-11T20:00:00Z,2013-05-11T19:30:00Z,PT30M,16.0,0,2,0,0
2013-05-11T20:30:00Z,2013-05-11T20:00:00Z,PT30M,15.9,4,36,3,7
2013-05-11T21:00:00Z,2013-05-11T20:30:00Z,PT30M,15.8,12,76,7,18
2013-05-11T21:30:00Z,2013-05-11T21:00:00Z,PT30M,15.7,54,52,5,58
2013-05-11T22:00:00Z,2013-05-11T21:30:00Z,PT30M,15.7,106,10,1,107
2013-05-11T22:30:00Z,2013-05-11T22:00:00Z,PT30M,15.7,150,0,0,150
2013-05-11T23:00:00Z,2013-05-11T22:30:00Z,PT30M,15.7,188,10,5,193
2013-05-11T23:30:00Z,2013-05-11T23:00:00Z,PT30M,15.7,204,161,83,287
2013-05-12T00:00:00Z,2013-05-11T23:30:00Z,PT30M,15.8,210,356,185,396
2013-05-12T00:30:00Z,2013-05-12T00:00:00Z,PT30M,16.1,178,535,299,478
2013-05-12T01:00:00Z,2013-05-12T00:30:00Z,PT30M,16.6,142,680,401,543
2013-05-12T01:30:00Z,2013-05-12T01:00:00Z,PT30M,17.2,229,437,260,489
2013-05-12T02:00:00Z,2013-05-12T01:30:00Z,PT30M,17.7,346,96,57,403
2013-05-12T02:30:00Z,2013-05-12T02:00:00Z,PT30M,18.3,326,166,99,425
2013-05-12T03:00:00Z,2013-05-12T02:30:00Z,PT30M,18.8,262,366,216,478
2013-05-12T03:30:00Z,2013-05-12T03:00:00Z,PT30M,19.0,192,535,295,487
2013-05-12T04:00:00Z,2013-05-12T03:30:00Z,PT30M,19.2,122,687,356,478
2013-05-12T04:30:00Z,2013-05-12T04:00:00Z,PT30M,19.2,86,744,344,431
2013-05-12T05:00:00Z,2013-05-12T04:30:00Z,PT30M,19.3,62,765,307,369
2013-05-12T05:30:00Z,2013-05-12T05:00:00Z,PT30M,19.3,51,713,237,288
2013-05-12T06:00:00Z,2013-05-12T05:30:00Z,PT30M,19.4,44,628,157,201
2013-05-12T06:30:00Z,2013-05-12T06:00:00Z,PT30M,19.2,30,404,87,117
2013-05-12T07:00:00Z,2013-05-12T06:30:00Z,PT30M,19.0,15,146,23,37
2013-05-12T07:30:00Z,2013-05-12T07:00:00Z,PT30M,18.7,7,50,4,11
2013-05-12T08:00:00Z,2013-05-12T07:30:00Z,PT30M,18.4,1,10,1,2
2013-05-12T08:30:00Z,2013-05-12T08:00:00Z,PT30M,18.2,0,0,0,0
2013-05-12T09:00:00Z,2013-05-12T08:30:00Z,PT30M,17.9,0,0,0,0
2013-05-12T09:30:00Z,2013-05-12T09:00:00Z,PT30M,17.6,0,0,0,0
2013-05-12T10:00:00Z,2013-05-12T09:30:00Z,PT30M,17.3,0,0,0,0
2013-05-12T10:30:00Z,2013-05-12T10:00:00Z,PT30M,17.0,0,0,0,0
2013-05-12T11:00:00Z,2013-05-12T10:30:00Z,PT30M,16.7,0,0,0,0
2013-05-12T11:30:00Z,2013-05-12T11:00:00Z,PT30M,16.4,0,0,0,0
2013-05-12T12:00:00Z,2013-05-12T11:30:00Z,PT30M,16.1,0,0,0,0
2013-05-12T12:30:00Z,2013-05-12T12:00:00Z,PT30M,16.0,0,0,0,0
2013-05-12T13:00:00Z,2013-05-12T12:30:00Z,PT30M,16.0,0,0,0,0
2013-05-12T13:30:00Z,2013-05-12T13:00:00Z,PT30M,16.1,0,0,0,0
2013-05-12T14:00:00Z,2013-05-12T13:30:00Z,PT30M,16.2,0,0,0,0
2013-05-12T14:30:00Z,2013-05-12T14:00:00Z,PT30M,16.2,0,0,0,0
2013-05-12T15:00:00Z,2013-05-12T14:30:00Z,PT30M,16.3,0,0,0,0
2013-05-12T15:30:00Z,2013-05-12T15:00:00Z,PT30M,16.2,0,0,0,0
2013-05-12T16:00:00Z,2013-05-12T15:30:00Z,PT30M,16.1,0,0,0,0
2013-05-12T16:30:00Z,2013-05-12T16:00:00Z,PT30M,16.0,0,0,0,0
2013-05-12T17:00:00Z,2013-05-12T16:30:00Z,PT30M,15.9,0,0,0,0
2013-05-12T17:30:00Z,2013-05-12T17:00:00Z,PT30M,15.7,0,0,0,0
2013-05-12T18:00:00Z,2013-05-12T17:30:00Z,PT30M,15.6,0,0,0,0
2013-05-12T18:30:00Z,2013-05-12T18:00:00Z,PT30M,15.5,0,0,0,0
2013-05-12T19:00:00Z,2013-05-12T18:30:00Z,PT30M,15.4,0,0,0,0
2013-05-12T19:30:00Z,2013-05-12T19:00:00Z,PT30M,15.4,0,0,0,0
2013-05-12T20:00:00Z,2013-05-12T19:30:00Z,PT30M,15.3,0,0,0,0
2013-05-12T20:30:00Z,2013-05-12T20:00:00Z,PT30M,15.2,2,0,0,2
2013-05-12T21:00:00Z,2013-05-12T20:30:00Z,PT30M,15.2,5,8,2,7
2013-05-12T21:30:00Z,2013-05-12T21:00:00Z,PT30M,15.2,37,131,29,66
2013-05-12T22:00:00Z,2013-05-12T21:30:00Z,PT30M,15.2,74,275,61,135
2013-05-12T22:30:00Z,2013-05-12T22:00:00Z,PT30M,15.2,65,190,42,107
2013-05-12T23:00:00Z,2013-05-12T22:30:00Z,PT30M,15.2,45,37,8,54
2013-05-12T23:30:00Z,2013-05-12T23:00:00Z,PT30M,15.2,100,0,0,100
2013-05-13T00:00:00Z,2013-05-12T23:30:00Z,PT30M,15.2,177,7,4,182
2013-05-13T00:30:00Z,2013-05-13T00:00:00Z,PT30M,15.8,232,116,69,301
2013-05-13T01:00:00Z,2013-05-13T00:30:00Z,PT30M,16.6,272,244,145,417
2013-05-13T01:30:00Z,2013-05-13T01:00:00Z,PT30M,17.5,217,169,100,317
2013-05-13T02:00:00Z,2013-05-13T01:30:00Z,PT30M,18.5,133,33,20,153
2013-05-13T02:30:00Z,2013-05-13T02:00:00Z,PT30M,19.4,88,0,0,88
2013-05-13T03:00:00Z,2013-05-13T02:30:00Z,PT30M,20.3,59,0,0,59
2013-05-13T03:30:00Z,2013-05-13T03:00:00Z,PT30M,20.6,65,0,0,65
2013-05-13T04:00:00Z,2013-05-13T03:30:00Z,PT30M,20.7,84,0,0,84
2013-05-13T04:30:00Z,2013-05-13T04:00:00Z,PT30M,20.7,124,0,0,124
2013-05-13T05:00:00Z,2013-05-13T04:30:00Z,PT30M,20.7,167,0,0,167
2013-05-13T05:30:00Z,2013-05-13T05:00:00Z,PT30M,20.6,145,0,0,145
2013-05-13T06:00:00Z,2013-05-13T05:30:00Z,PT30M,20.6,103,0,0,103
2013-05-13T06:30:00Z,2013-05-13T06:00:00Z,PT30M,20.4,59,0,0,59
2013-05-13T07:00:00Z,2013-05-13T06:30:00Z,PT30M,20.2,17,0,0,17
2013-05-13T07:30:00Z,2013-05-13T07:00:00Z,PT30M,20.0,4,0,0,4
2013-05-13T08:00:00Z,2013-05-13T07:30:00Z,PT30M,19.7,1,0,0,1
2013-05-13T08:30:00Z,2013-05-13T08:00:00Z,PT30M,19.5,0,0,0,0
2013-05-13T09:00:00Z,2013-05-13T08:30:00Z,PT30M,19.2,0,0,0,0
2013-05-13T09:30:00Z,2013-05-13T09:00:00Z,PT30M,19.0,0,0,0,0
2013-05-13T10:00:00Z,2013-05-13T09:30:00Z,PT30M,18.7,0,0,0,0
